timestamp,job_id,job_type,machine_id,duration,cpu_usage,ram_usage,hour_of_day,concurrent_load,base_duration,priority
1700084600,J012_AUTH,AUTH,GPU,3.32,46.3,14.0,10,3,10,medium
1700084900,J012_AUTH,AUTH,CHEAP,29.5,27.6,7.7,2,1,10,medium
1700085200,J008_AGGREGATE,AGGREGATE,CPU_OPT,10.63,47.9,14.8,13,14,12,high
1700085500,J022_ML_INFER,ML_INFER,CHEAP,121.35,50.3,24.7,6,5,60,low
1700085800,J017_TRANSFORM,TRANSFORM,MEM_OPT,11.24,40.7,44.3,23,4,15,critical
1700086100,J001_NOTIFY,NOTIFY,CPU_OPT,4.7,18.2,6.0,23,6,5,high
1700086400,J003_AUTH,AUTH,GPU,3.92,58.8,16.8,23,5,10,medium
1700086700,J005_TRANSFORM,TRANSFORM,MEM_OPT,11.17,56.2,29.7,13,5,15,critical
1700087000,J016_ML_INFER,ML_INFER,GPU,17.11,99.0,36.4,18,3,60,high
1700087300,J011_AGGREGATE,AGGREGATE,CPU_OPT,12.51,41.0,14.3,1,1,12,high
1700087600,J007_AGGREGATE,AGGREGATE,GPU,4.35,78.2,17.1,22,7,12,medium
1700087900,J007_AGGREGATE,AGGREGATE,MEM_OPT,9.1,44.5,26.1,21,1,12,medium
1700088200,J005_TRANSFORM,TRANSFORM,CPU_OPT,13.6,64.9,16.7,9,11,15,critical
1700088500,J002_DB_READ,DB_READ,CHEAP,39.92,32.5,15.0,18,16,20,high
1700088800,J024_ML_INFER,ML_INFER,CPU_OPT,55.69,99.0,28.8,17,12,60,medium
1700089100,J020_AGGREGATE,AGGREGATE,GPU,4.83,68.7,15.7,16,4,12,high
1700089400,J013_DB_READ,DB_READ,CHEAP,52.7,29.5,12.4,16,14,20,medium
1700089700,J022_ML_INFER,ML_INFER,MEM_OPT,42.62,79.7,74.7,18,10,60,low
1700090000,J001_NOTIFY,NOTIFY,CHEAP,15.51,13.0,3.6,23,11,5,high
1700090300,J010_TRANSFORM,TRANSFORM,CHEAP,40.2,34.0,9.7,5,15,15,high
1700090600,J014_ML_INFER,ML_INFER,MEM_OPT,36.47,66.9,76.0,3,2,60,high
1700090900,J005_TRANSFORM,TRANSFORM,MEM_OPT,13.56,46.5,29.2,7,6,15,critical
1700091200,J012_AUTH,AUTH,GPU,2.57,51.3,17.5,23,4,10,medium
1700091500,J003_AUTH,AUTH,CHEAP,18.22,28.3,7.4,6,13,10,medium
1700091800,J011_AGGREGATE,AGGREGATE,GPU,2.99,55.0,22.2,14,3,12,high
1700092100,J002_DB_READ,DB_READ,MEM_OPT,15.09,46.6,47.6,15,1,20,high
1700092400,J012_AUTH,AUTH,CHEAP,20.88,26.1,6.8,19,20,10,medium
1700092700,J007_AGGREGATE,AGGREGATE,MEM_OPT,7.05,41.1,30.9,20,9,12,medium
1700093000,J007_AGGREGATE,AGGREGATE,GPU,4.32,73.4,20.4,16,6,12,medium
1700093300,J012_AUTH,AUTH,MEM_OPT,7.62,34.2,22.4,15,9,10,medium
1700093600,J011_AGGREGATE,AGGREGATE,CPU_OPT,12.61,51.8,16.8,1,8,12,high
1700093900,J018_ML_INFER,ML_INFER,CHEAP,126.15,59.8,28.8,22,12,60,medium
1700094200,J029_TRANSFORM,TRANSFORM,GPU,4.12,96.1,24.8,15,5,15,high
1700094500,J005_TRANSFORM,TRANSFORM,CHEAP,26.13,32.5,11.4,19,7,15,critical
1700094800,J025_NOTIFY,NOTIFY,CPU_OPT,5.67,15.4,5.1,22,5,5,critical
1700095100,J024_ML_INFER,ML_INFER,GPU,19.24,99.0,45.2,3,6,60,medium
1700095400,J009_NOTIFY,NOTIFY,MEM_OPT,3.61,17.6,14.7,5,12,5,medium
1700095700,J017_TRANSFORM,TRANSFORM,MEM_OPT,9.03,52.6,30.5,23,1,15,critical
1700096000,J022_ML_INFER,ML_INFER,CHEAP,146.21,52.8,27.3,19,8,60,low
1700096300,J020_AGGREGATE,AGGREGATE,GPU,3.69,77.5,16.4,2,6,12,high
1700096600,J014_ML_INFER,ML_INFER,GPU,15.32,83.5,31.6,12,8,60,high
1700096900,J023_AGGREGATE,AGGREGATE,CHEAP,33.21,32.9,8.4,15,19,12,low
1700097200,J020_AGGREGATE,AGGREGATE,CPU_OPT,10.06,42.4,17.7,2,11,12,high
1700097500,J005_TRANSFORM,TRANSFORM,CHEAP,41.78,30.8,15.6,15,1,15,critical
1700097800,J013_DB_READ,DB_READ,CPU_OPT,19.59,64.6,18.4,17,9,20,medium
1700098100,J021_TRANSFORM,TRANSFORM,MEM_OPT,10.33,43.9,30.9,0,7,15,critical
1700098400,J002_DB_READ,DB_READ,MEM_OPT,12.96,39.8,50.4,2,8,20,high
1700098700,J027_ML_INFER,ML_INFER,GPU,18.62,82.8,43.9,5,6,60,low
1700099000,J028_DB_READ,DB_READ,CHEAP,48.49,29.0,13.0,1,5,20,low
1700099300,J024_ML_INFER,ML_INFER,GPU,19.49,99.0,44.5,12,7,60,medium
1700099600,J017_TRANSFORM,TRANSFORM,CHEAP,37.46,38.9,9.4,18,17,15,critical
1700099900,J025_NOTIFY,NOTIFY,CPU_OPT,5.51,25.0,5.8,4,2,5,critical
1700100200,J013_DB_READ,DB_READ,GPU,7.45,86.2,26.8,23,2,20,medium
1700100500,J002_DB_READ,DB_READ,CHEAP,52.57,38.9,13.0,22,20,20,high
1700100800,J018_ML_INFER,ML_INFER,CHEAP,140.81,59.5,20.4,3,19,60,medium
1700101100,J024_ML_INFER,ML_INFER,GPU,23.35,89.7,49.4,18,8,60,medium
1700101400,J001_NOTIFY,NOTIFY,CPU_OPT,5.18,15.2,6.6,10,8,5,high
1700101700,J001_NOTIFY,NOTIFY,CHEAP,16.44,12.0,3.3,15,4,5,high
1700102000,J027_ML_INFER,ML_INFER,CPU_OPT,62.59,89.4,32.1,20,3,60,low
1700102300,J006_AUTH,AUTH,CHEAP,26.08,29.4,10.6,16,6,10,high
1700102600,J002_DB_READ,DB_READ,MEM_OPT,15.41,44.3,44.1,6,1,20,high
1700102900,J007_AGGREGATE,AGGREGATE,GPU,3.28,85.7,18.7,20,2,12,medium
1700103200,J021_TRANSFORM,TRANSFORM,GPU,5.11,82.9,21.8,11,3,15,critical
1700103500,J026_NOTIFY,NOTIFY,MEM_OPT,3.66,14.4,12.6,6,4,5,high
1700103800,J020_AGGREGATE,AGGREGATE,CPU_OPT,10.23,53.0,15.2,0,16,12,high
1700104100,J029_TRANSFORM,TRANSFORM,CPU_OPT,14.31,68.7,13.9,22,9,15,high
1700104400,J013_DB_READ,DB_READ,CHEAP,51.73,33.0,14.9,18,4,20,medium
1700104700,J000_NOTIFY,NOTIFY,MEM_OPT,3.94,16.2,11.4,8,11,5,high
1700105000,J010_TRANSFORM,TRANSFORM,MEM_OPT,9.11,43.0,45.8,1,10,15,high
1700105300,J012_AUTH,AUTH,MEM_OPT,9.22,30.2,28.7,12,12,10,medium
1700105600,J001_NOTIFY,NOTIFY,CPU_OPT,5.18,20.7,6.8,11,10,5,high
1700105900,J027_ML_INFER,ML_INFER,CPU_OPT,55.81,82.4,28.5,17,6,60,low
1700106200,J021_TRANSFORM,TRANSFORM,MEM_OPT,13.1,43.9,41.9,11,5,15,critical
1700106500,J018_ML_INFER,ML_INFER,MEM_OPT,45.09,68.6,73.3,15,4,60,medium
1700106800,J016_ML_INFER,ML_INFER,GPU,16.47,99.0,35.5,6,6,60,high
1700107100,J013_DB_READ,DB_READ,CHEAP,37.34,33.0,16.7,10,2,20,medium
1700107400,J000_NOTIFY,NOTIFY,CHEAP,13.33,12.5,4.1,2,5,5,high
1700107700,J019_AUTH,AUTH,CHEAP,25.28,19.2,8.6,11,1,10,medium
1700108000,J028_DB_READ,DB_READ,MEM_OPT,12.09,48.4,38.6,11,5,20,low
1700108300,J004_AGGREGATE,AGGREGATE,GPU,4.06,65.5,15.4,23,6,12,critical
1700108600,J013_DB_READ,DB_READ,CPU_OPT,16.86,70.0,23.8,12,1,20,medium
1700108900,J007_AGGREGATE,AGGREGATE,CPU_OPT,13.66,40.2,13.9,20,2,12,medium
1700109200,J012_AUTH,AUTH,MEM_OPT,6.22,27.7,33.2,1,12,10,medium
1700109500,J003_AUTH,AUTH,CHEAP,27.43,19.6,9.2,0,10,10,medium
1700109800,J013_DB_READ,DB_READ,GPU,5.42,83.2,23.2,23,2,20,medium
1700110100,J009_NOTIFY,NOTIFY,GPU,1.87,31.7,8.8,11,7,5,medium
1700110400,J009_NOTIFY,NOTIFY,CPU_OPT,5.26,18.6,4.2,21,3,5,medium
1700110700,J029_TRANSFORM,TRANSFORM,GPU,4.16,87.2,21.9,3,5,15,high
1700111000,J020_AGGREGATE,AGGREGATE,CPU_OPT,9.74,61.7,15.3,9,12,12,high
1700111300,J025_NOTIFY,NOTIFY,MEM_OPT,4.11,11.9,11.7,20,3,5,critical
1700111600,J010_TRANSFORM,TRANSFORM,MEM_OPT,13.26,49.7,34.3,3,7,15,high
1700111900,J012_AUTH,AUTH,CHEAP,27.02,24.9,10.7,3,5,10,medium
1700112200,J022_ML_INFER,ML_INFER,GPU,24.93,98.3,40.9,14,3,60,low
1700112500,J019_AUTH,AUTH,CHEAP,32.4,26.7,11.2,15,16,10,medium
1700112800,J003_AUTH,AUTH,CHEAP,19.78,25.1,9.4,23,19,10,medium
1700113100,J023_AGGREGATE,AGGREGATE,CPU_OPT,14.21,55.8,11.3,21,8,12,low
1700113400,J015_DB_READ,DB_READ,MEM_OPT,17.22,52.3,46.6,0,11,20,low
1700113700,J029_TRANSFORM,TRANSFORM,CPU_OPT,13.14,65.6,15.6,10,9,15,high
1700114000,J001_NOTIFY,NOTIFY,CPU_OPT,4.24,19.1,6.2,2,16,5,high
1700114300,J014_ML_INFER,ML_INFER,MEM_OPT,31.48,69.5,81.0,0,2,60,high
1700114600,J025_NOTIFY,NOTIFY,MEM_OPT,3.93,15.2,14.9,7,8,5,critical
1700114900,J010_TRANSFORM,TRANSFORM,CHEAP,33.7,37.2,9.5,11,10,15,high
1700115200,J017_TRANSFORM,TRANSFORM,MEM_OPT,9.62,47.4,39.0,3,5,15,critical
1700115500,J019_AUTH,AUTH,CPU_OPT,9.11,48.3,13.4,3,14,10,medium
1700115800,J001_NOTIFY,NOTIFY,GPU,1.99,23.7,7.4,16,1,5,high
1700116100,J017_TRANSFORM,TRANSFORM,CHEAP,50.17,31.3,12.4,23,5,15,critical
1700116400,J003_AUTH,AUTH,CHEAP,31.33,23.7,9.1,22,8,10,medium
1700116700,J008_AGGREGATE,AGGREGATE,CHEAP,29.39,31.7,10.7,23,17,12,high
1700117000,J009_NOTIFY,NOTIFY,MEM_OPT,3.31,18.3,12.0,11,11,5,medium
1700117300,J004_AGGREGATE,AGGREGATE,CPU_OPT,10.23,48.8,13.4,18,14,12,critical
1700117600,J021_TRANSFORM,TRANSFORM,MEM_OPT,9.91,45.0,28.5,1,4,15,critical
1700117900,J008_AGGREGATE,AGGREGATE,CPU_OPT,11.38,57.7,11.5,17,2,12,high
1700118200,J011_AGGREGATE,AGGREGATE,CHEAP,31.42,35.3,10.8,7,17,12,high
1700118500,J025_NOTIFY,NOTIFY,MEM_OPT,3.65,16.3,13.4,17,1,5,critical
1700118800,J000_NOTIFY,NOTIFY,MEM_OPT,3.19,15.3,14.4,22,11,5,high
1700119100,J011_AGGREGATE,AGGREGATE,CPU_OPT,11.43,58.6,11.7,5,4,12,high
1700119400,J012_AUTH,AUTH,GPU,3.12,51.1,14.0,22,3,10,medium
1700119700,J001_NOTIFY,NOTIFY,CPU_OPT,6.1,23.2,5.4,18,12,5,high
1700120000,J002_DB_READ,DB_READ,MEM_OPT,16.28,41.5,49.0,12,2,20,high
1700120300,J011_AGGREGATE,AGGREGATE,CPU_OPT,12.47,60.9,14.1,15,1,12,high
1700120600,J003_AUTH,AUTH,MEM_OPT,7.44,41.0,31.7,10,7,10,medium
1700120900,J029_TRANSFORM,TRANSFORM,GPU,5.26,95.6,19.7,16,8,15,high
1700121200,J015_DB_READ,DB_READ,GPU,4.71,66.5,30.9,17,1,20,low
1700121500,J020_AGGREGATE,AGGREGATE,GPU,3.65,81.4,15.0,22,7,12,high
1700121800,J020_AGGREGATE,AGGREGATE,GPU,3.67,54.4,14.7,8,2,12,high
1700122100,J018_ML_INFER,ML_INFER,CPU_OPT,66.19,81.8,31.8,3,1,60,medium
1700122400,J020_AGGREGATE,AGGREGATE,GPU,3.23,83.4,15.8,21,5,12,high
1700122700,J019_AUTH,AUTH,GPU,3.28,49.4,13.6,7,3,10,medium
1700123000,J023_AGGREGATE,AGGREGATE,CHEAP,35.46,29.5,11.1,23,12,12,low
1700123300,J000_NOTIFY,NOTIFY,CPU_OPT,4.61,21.2,5.3,23,12,5,high
1700123600,J006_AUTH,AUTH,CHEAP,24.75,26.9,7.6,3,6,10,high
1700123900,J021_TRANSFORM,TRANSFORM,GPU,5.01,93.1,21.7,2,5,15,critical
1700124200,J003_AUTH,AUTH,CPU_OPT,9.16,42.4,10.2,19,3,10,medium
1700124500,J028_DB_READ,DB_READ,CPU_OPT,17.73,56.3,22.1,11,11,20,low
1700124800,J013_DB_READ,DB_READ,CPU_OPT,19.29,50.9,22.5,4,11,20,medium
1700125100,J028_DB_READ,DB_READ,CHEAP,51.83,27.9,15.0,8,5,20,low
1700125400,J028_DB_READ,DB_READ,CPU_OPT,15.49,47.8,19.3,0,13,20,low
1700125700,J024_ML_INFER,ML_INFER,CPU_OPT,84.1,89.9,37.6,11,13,60,medium
1700126000,J007_AGGREGATE,AGGREGATE,MEM_OPT,7.21,32.2,26.3,19,11,12,medium
1700126300,J005_TRANSFORM,TRANSFORM,CPU_OPT,16.19,66.6,20.0,15,12,15,critical
1700126600,J001_NOTIFY,NOTIFY,CPU_OPT,4.88,20.2,5.3,11,13,5,high
1700126900,J015_DB_READ,DB_READ,CHEAP,47.16,35.6,16.2,8,9,20,low
1700127200,J018_ML_INFER,ML_INFER,CPU_OPT,69.58,73.0,30.8,7,13,60,medium
1700127500,J011_AGGREGATE,AGGREGATE,MEM_OPT,8.59,34.1,28.3,2,9,12,high
1700127800,J020_AGGREGATE,AGGREGATE,MEM_OPT,8.61,31.8,27.7,10,12,12,high
1700128100,J003_AUTH,AUTH,CHEAP,28.71,23.0,8.3,4,19,10,medium
1700128400,J018_ML_INFER,ML_INFER,CPU_OPT,46.28,78.2,42.3,16,13,60,medium
1700128700,J019_AUTH,AUTH,GPU,4.1,52.0,17.9,15,8,10,medium
1700129000,J005_TRANSFORM,TRANSFORM,CPU_OPT,19.28,53.4,18.9,8,6,15,critical
1700129300,J023_AGGREGATE,AGGREGATE,MEM_OPT,9.18,34.8,23.6,16,9,12,low
1700129600,J021_TRANSFORM,TRANSFORM,CHEAP,49.64,38.3,12.9,17,17,15,critical
1700129900,J024_ML_INFER,ML_INFER,GPU,16.47,79.2,54.9,21,7,60,medium
1700130200,J016_ML_INFER,ML_INFER,CHEAP,130.22,55.0,26.9,12,12,60,high
1700130500,J018_ML_INFER,ML_INFER,GPU,21.29,82.5,47.3,17,7,60,medium
1700130800,J008_AGGREGATE,AGGREGATE,CPU_OPT,10.58,52.8,12.0,6,11,12,high
1700131100,J013_DB_READ,DB_READ,MEM_OPT,11.33,43.9,50.1,19,5,20,medium
1700131400,J021_TRANSFORM,TRANSFORM,CHEAP,41.06,33.6,13.0,8,10,15,critical
1700131700,J018_ML_INFER,ML_INFER,MEM_OPT,54.03,59.8,63.5,22,3,60,medium
1700132000,J003_AUTH,AUTH,CPU_OPT,10.8,45.4,11.0,12,1,10,medium
1700132300,J025_NOTIFY,NOTIFY,GPU,1.39,25.2,6.9,19,1,5,critical
1700132600,J023_AGGREGATE,AGGREGATE,CHEAP,31.47,34.9,8.5,5,16,12,low
1700132900,J014_ML_INFER,ML_INFER,GPU,15.22,80.5,47.6,16,4,60,high
1700133200,J019_AUTH,AUTH,CPU_OPT,13.03,32.5,11.8,12,12,10,medium
1700133500,J021_TRANSFORM,TRANSFORM,CHEAP,40.69,39.5,11.0,23,18,15,critical
1700133800,J029_TRANSFORM,TRANSFORM,MEM_OPT,12.36,50.1,34.9,0,5,15,high
1700134100,J005_TRANSFORM,TRANSFORM,CHEAP,35.8,30.8,12.1,8,18,15,critical
1700134400,J026_NOTIFY,NOTIFY,MEM_OPT,4.24,19.3,15.4,14,11,5,high
1700134700,J014_ML_INFER,ML_INFER,GPU,20.67,87.9,45.6,10,7,60,high
1700135000,J011_AGGREGATE,AGGREGATE,GPU,3.74,73.3,16.1,17,3,12,high
1700135300,J015_DB_READ,DB_READ,MEM_OPT,16.41,51.0,53.3,15,12,20,low
1700135600,J006_AUTH,AUTH,CPU_OPT,9.55,38.7,12.5,4,4,10,high
1700135900,J003_AUTH,AUTH,GPU,3.61,58.8,13.6,15,6,10,medium
1700136200,J019_AUTH,AUTH,MEM_OPT,8.31,35.0,37.1,16,5,10,medium
1700136500,J012_AUTH,AUTH,CPU_OPT,10.65,43.5,10.3,11,13,10,medium
1700136800,J027_ML_INFER,ML_INFER,CPU_OPT,55.8,66.8,36.0,12,4,60,low
1700137100,J010_TRANSFORM,TRANSFORM,MEM_OPT,9.85,45.2,40.6,11,3,15,high
1700137400,J015_DB_READ,DB_READ,CHEAP,54.08,31.3,12.7,4,19,20,low
1700137700,J021_TRANSFORM,TRANSFORM,CPU_OPT,17.23,71.5,15.6,23,5,15,critical
1700138000,J015_DB_READ,DB_READ,GPU,6.41,77.5,32.3,15,5,20,low
1700138300,J008_AGGREGATE,AGGREGATE,GPU,4.07,72.0,17.3,14,6,12,high
1700138600,J008_AGGREGATE,AGGREGATE,MEM_OPT,7.69,39.1,32.0,21,10,12,high
1700138900,J006_AUTH,AUTH,CPU_OPT,11.78,42.5,11.9,2,13,10,high
1700139200,J019_AUTH,AUTH,MEM_OPT,7.53,40.9,29.9,19,10,10,medium
1700139500,J012_AUTH,AUTH,GPU,2.87,58.8,16.3,12,5,10,medium
1700139800,J028_DB_READ,DB_READ,CHEAP,56.08,35.2,13.6,0,5,20,low
1700140100,J023_AGGREGATE,AGGREGATE,CPU_OPT,10.52,47.2,12.3,2,16,12,low
1700140400,J017_TRANSFORM,TRANSFORM,GPU,3.23,74.5,19.6,20,7,15,critical
1700140700,J009_NOTIFY,NOTIFY,CPU_OPT,3.97,21.7,4.6,21,12,5,medium
1700141000,J027_ML_INFER,ML_INFER,MEM_OPT,56.87,72.9,70.5,22,9,60,low
1700141300,J005_TRANSFORM,TRANSFORM,CHEAP,40.36,39.1,11.3,11,16,15,critical
1700141600,J017_TRANSFORM,TRANSFORM,CPU_OPT,15.01,54.6,13.0,4,12,15,critical
1700141900,J009_NOTIFY,NOTIFY,CHEAP,14.4,11.5,4.4,9,20,5,medium
1700142200,J007_AGGREGATE,AGGREGATE,GPU,3.64,59.0,21.1,20,7,12,medium
1700142500,J026_NOTIFY,NOTIFY,CHEAP,11.82,12.3,4.3,22,9,5,high
1700142800,J009_NOTIFY,NOTIFY,MEM_OPT,3.17,18.0,12.6,8,12,5,medium
1700143100,J019_AUTH,AUTH,CHEAP,23.58,19.0,6.9,8,5,10,medium
1700143400,J022_ML_INFER,ML_INFER,CHEAP,163.76,47.9,20.6,15,12,60,low
1700143700,J014_ML_INFER,ML_INFER,GPU,14.09,99.0,39.0,15,3,60,high
1700144000,J006_AUTH,AUTH,MEM_OPT,8.79,30.7,29.5,14,4,10,high
1700144300,J023_AGGREGATE,AGGREGATE,GPU,3.61,64.8,15.8,9,6,12,low
1700144600,J005_TRANSFORM,TRANSFORM,GPU,4.91,78.0,18.9,1,4,15,critical
1700144900,J003_AUTH,AUTH,CPU_OPT,9.61,32.7,13.2,0,2,10,medium
1700145200,J018_ML_INFER,ML_INFER,CHEAP,144.52,50.3,27.2,10,2,60,medium
1700145500,J001_NOTIFY,NOTIFY,MEM_OPT,3.13,14.8,16.1,20,6,5,high
1700145800,J025_NOTIFY,NOTIFY,CHEAP,15.05,9.8,3.2,22,15,5,critical
1700146100,J017_TRANSFORM,TRANSFORM,MEM_OPT,11.1,44.5,38.4,19,9,15,critical
1700146400,J005_TRANSFORM,TRANSFORM,GPU,4.74,81.6,25.5,16,7,15,critical
1700146700,J023_AGGREGATE,AGGREGATE,CPU_OPT,14.44,47.5,11.2,17,13,12,low
1700147000,J006_AUTH,AUTH,CHEAP,26.57,20.7,7.2,21,3,10,high
1700147300,J001_NOTIFY,NOTIFY,CPU_OPT,4.01,14.7,5.5,12,16,5,high
1700147600,J016_ML_INFER,ML_INFER,MEM_OPT,29.27,79.5,85.1,2,8,60,high
1700147900,J025_NOTIFY,NOTIFY,GPU,1.68,32.9,6.4,19,5,5,critical
1700148200,J016_ML_INFER,ML_INFER,GPU,17.29,99.0,33.3,7,7,60,high
1700148500,J006_AUTH,AUTH,CPU_OPT,8.88,41.8,12.5,3,12,10,high
1700148800,J021_TRANSFORM,TRANSFORM,CHEAP,46.01,36.2,11.0,21,6,15,critical
1700149100,J017_TRANSFORM,TRANSFORM,CHEAP,52.91,44.3,11.7,20,14,15,critical
1700149400,J026_NOTIFY,NOTIFY,MEM_OPT,4.13,19.0,10.9,14,8,5,high
1700149700,J012_AUTH,AUTH,GPU,3.31,73.5,15.2,9,4,10,medium
1700150000,J006_AUTH,AUTH,MEM_OPT,5.55,34.8,30.6,18,3,10,high
1700150300,J003_AUTH,AUTH,GPU,3.55,46.9,13.9,9,2,10,medium
1700150600,J018_ML_INFER,ML_INFER,CHEAP,144.86,50.5,21.9,22,19,60,medium
1700150900,J026_NOTIFY,NOTIFY,GPU,1.63,22.4,6.2,10,6,5,high
1700151200,J028_DB_READ,DB_READ,CHEAP,43.97,37.6,16.8,0,13,20,low
1700151500,J001_NOTIFY,NOTIFY,MEM_OPT,3.34,16.6,11.2,21,12,5,high
1700151800,J012_AUTH,AUTH,CHEAP,26.75,27.2,7.1,10,3,10,medium
1700152100,J015_DB_READ,DB_READ,GPU,6.06,79.1,29.3,15,4,20,low
1700152400,J015_DB_READ,DB_READ,CHEAP,59.13,27.9,12.7,13,11,20,low
1700152700,J021_TRANSFORM,TRANSFORM,GPU,3.53,77.4,22.3,9,3,15,critical
1700153000,J011_AGGREGATE,AGGREGATE,CHEAP,28.16,31.8,9.3,23,3,12,high
1700153300,J003_AUTH,AUTH,GPU,3.25,52.5,14.2,3,5,10,medium
1700153600,J014_ML_INFER,ML_INFER,CHEAP,114.6,51.4,21.9,15,20,60,high
1700153900,J023_AGGREGATE,AGGREGATE,CPU_OPT,15.34,52.3,12.4,1,10,12,low
1700154200,J006_AUTH,AUTH,MEM_OPT,5.91,30.0,29.7,21,6,10,high
1700154500,J027_ML_INFER,ML_INFER,GPU,13.92,94.3,53.0,3,6,60,low
1700154800,J015_DB_READ,DB_READ,GPU,6.62,62.3,24.1,16,5,20,low
1700155100,J010_TRANSFORM,TRANSFORM,CHEAP,34.79,35.2,10.4,16,9,15,high
1700155400,J025_NOTIFY,NOTIFY,GPU,1.82,24.4,8.0,8,4,5,critical
1700155700,J004_AGGREGATE,AGGREGATE,MEM_OPT,9.14,48.9,30.7,20,11,12,critical
1700156000,J007_AGGREGATE,AGGREGATE,CHEAP,33.45,26.0,11.1,6,5,12,medium
1700156300,J018_ML_INFER,ML_INFER,CPU_OPT,68.91,74.0,41.9,4,6,60,medium
1700156600,J010_TRANSFORM,TRANSFORM,GPU,4.32,99.0,21.8,10,7,15,high
1700156900,J013_DB_READ,DB_READ,MEM_OPT,16.79,43.5,57.6,3,3,20,medium
1700157200,J005_TRANSFORM,TRANSFORM,GPU,5.12,76.7,18.4,21,1,15,critical
1700157500,J011_AGGREGATE,AGGREGATE,GPU,4.07,75.6,17.1,12,8,12,high
1700157800,J015_DB_READ,DB_READ,CPU_OPT,22.22,60.8,24.3,7,7,20,low
1700158100,J024_ML_INFER,ML_INFER,CPU_OPT,62.12,97.3,34.3,14,8,60,medium
1700158400,J013_DB_READ,DB_READ,CHEAP,60.86,32.3,18.8,18,20,20,medium
1700158700,J017_TRANSFORM,TRANSFORM,GPU,3.71,99.0,23.2,12,1,15,critical
1700159000,J017_TRANSFORM,TRANSFORM,CHEAP,35.08,35.4,10.0,9,15,15,critical
1700159300,J005_TRANSFORM,TRANSFORM,CHEAP,42.46,38.4,13.2,2,17,15,critical
1700159600,J003_AUTH,AUTH,CPU_OPT,9.33,42.0,12.8,5,15,10,medium
1700159900,J018_ML_INFER,ML_INFER,CPU_OPT,73.03,89.6,28.0,23,4,60,medium
1700160200,J002_DB_READ,DB_READ,GPU,7.12,86.3,29.5,19,3,20,high
1700160500,J012_AUTH,AUTH,CHEAP,25.73,25.6,7.5,4,6,10,medium
1700160800,J024_ML_INFER,ML_INFER,GPU,17.58,99.0,38.5,4,4,60,medium
1700161100,J000_NOTIFY,NOTIFY,MEM_OPT,3.48,16.7,12.8,6,10,5,high
1700161400,J021_TRANSFORM,TRANSFORM,CHEAP,29.69,41.0,11.1,20,18,15,critical
1700161700,J026_NOTIFY,NOTIFY,CPU_OPT,3.53,21.2,6.2,19,10,5,high
1700162000,J010_TRANSFORM,TRANSFORM,GPU,4.29,86.3,21.7,19,3,15,high
1700162300,J014_ML_INFER,ML_INFER,MEM_OPT,45.82,62.9,61.0,13,9,60,high
1700162600,J002_DB_READ,DB_READ,MEM_OPT,13.16,39.3,45.5,6,10,20,high
1700162900,J001_NOTIFY,NOTIFY,GPU,1.28,33.5,7.5,22,5,5,high
1700163200,J013_DB_READ,DB_READ,MEM_OPT,15.81,46.7,49.1,23,11,20,medium
1700163500,J015_DB_READ,DB_READ,CHEAP,50.84,31.1,12.0,14,4,20,low
1700163800,J023_AGGREGATE,AGGREGATE,CPU_OPT,12.43,56.3,14.6,0,7,12,low
1700164100,J022_ML_INFER,ML_INFER,MEM_OPT,40.76,72.8,62.3,10,6,60,low
1700164400,J012_AUTH,AUTH,GPU,4.01,52.2,17.1,1,3,10,medium
1700164700,J015_DB_READ,DB_READ,CPU_OPT,19.74,66.0,20.5,23,2,20,low
1700165000,J026_NOTIFY,NOTIFY,MEM_OPT,2.89,17.1,12.0,11,2,5,high
1700165300,J004_AGGREGATE,AGGREGATE,MEM_OPT,9.63,33.5,32.5,5,10,12,critical
1700165600,J003_AUTH,AUTH,MEM_OPT,7.33,30.8,23.4,14,5,10,medium
1700165900,J006_AUTH,AUTH,MEM_OPT,5.63,26.1,26.2,15,9,10,high
1700166200,J004_AGGREGATE,AGGREGATE,CPU_OPT,10.73,46.4,16.6,3,5,12,critical
1700166500,J006_AUTH,AUTH,GPU,2.37,68.5,17.5,19,2,10,high
1700166800,J010_TRANSFORM,TRANSFORM,CHEAP,47.55,26.8,13.9,20,7,15,high
1700167100,J010_TRANSFORM,TRANSFORM,CPU_OPT,13.6,48.5,13.9,8,4,15,high
1700167400,J000_NOTIFY,NOTIFY,GPU,1.18,29.4,6.3,7,3,5,high
1700167700,J002_DB_READ,DB_READ,MEM_OPT,12.43,42.1,50.8,3,7,20,high
1700168000,J001_NOTIFY,NOTIFY,GPU,1.57,29.7,7.9,19,6,5,high
1700168300,J009_NOTIFY,NOTIFY,MEM_OPT,3.98,19.9,14.6,14,10,5,medium
1700168600,J004_AGGREGATE,AGGREGATE,GPU,3.96,81.5,19.4,14,8,12,critical
1700168900,J007_AGGREGATE,AGGREGATE,CPU_OPT,10.33,47.2,15.5,10,11,12,medium
1700169200,J014_ML_INFER,ML_INFER,CHEAP,129.83,46.6,25.8,19,19,60,high
1700169500,J004_AGGREGATE,AGGREGATE,GPU,3.68,60.5,15.3,14,7,12,critical
1700169800,J018_ML_INFER,ML_INFER,CHEAP,140.6,42.3,19.8,22,19,60,medium
1700170100,J013_DB_READ,DB_READ,CHEAP,44.78,34.2,17.1,22,19,20,medium
